id,year,name,abbr,state,votes,parties
2004_AL,2004,"Bush, George W.",AL,Alabama,1176394,Republican
2004_AL,2004,"Kerry, John F.",AL,Alabama,693933,Democratic
2004_AL,2004,"Nader, Ralph",AL,Alabama,6701,Independent
2004_AL,2004,"Badnarik, Michael",AL,Alabama,3529,Independent
2004_AL,2004,"Peroutka, Michael",AL,Alabama,1994,Independent
2004_AK,2004,"Bush, George W.",AK,Alaska,190889,Republican
2004_AK,2004,"Kerry, John F.",AK,Alaska,111025,Democratic
2004_AK,2004,"Nader, Ralph",AK,Alaska,5069,Populist
2004_AK,2004,"Peroutka, Michael A.",AK,Alaska,2092,Alaskan Independence
2004_AK,2004,"Badnarik, Michael",AK,Alaska,1675,Alaska Libertarian
2004_AK,2004,"Cobb, David",AK,Alaska,1058,Green
2004_AZ,2004,"Bush, George W.",AZ,Arizona,1104294,Republican
2004_AZ,2004,"Kerry, John F.",AZ,Arizona,893524,Democratic
2004_AZ,2004,"Badnarik, Michael",AZ,Arizona,11856,Libertarian
2004_AZ,2004,"Nader, Ralph",AZ,Arizona,2773,Write-In
2004_AZ,2004,"Cobb, David",AZ,Arizona,138,Write-In
2004_AR,2004,"Bush, George W.",AR,Arkansas,572898,Republican
2004_AR,2004,"Kerry, John F.",AR,Arkansas,469953,Democratic
2004_AR,2004,"Nader, Ralph",AR,Arkansas,6171,Populist Party Of Arkansas
2004_AR,2004,"Badnarik, Michael",AR,Arkansas,2352,Libertarian
2004_AR,2004,"Peroutka, Michael Anthony",AR,Arkansas,2083,Constitutional
2004_AR,2004,"Cobb, David",AR,Arkansas,1488,Green Party Of Arkansas
2004_CA,2004,"Kerry, John F.",CA,California,6745485,Democratic
2004_CA,2004,"Bush, George W.",CA,California,5509826,Republican
2004_CA,2004,"Badnarik, Michael",CA,California,50165,Libertarian
2004_CA,2004,"Cobb, David",CA,California,40771,Green
2004_CA,2004,"Peltier, Leonard",CA,California,27607,Peace And Freedom
2004_CA,2004,"Peroutka, Michael Anthony",CA,California,26645,American Independent
2004_CA,2004,"Nader, Ralph",CA,California,21213,Write-In
2004_CA,2004,"Jabin, Anthony",CA,California,1,Write-In
2004_CA,2004,"Kennedy, John Joseph",CA,California,82,Write-In
2004_CA,2004,"Alexander-Pace, James",CA,California,8,Write-In
2004_CA,2004,"Parker, John",CA,California,49,Write-In
2004_CO,2004,"Bush, George W.",CO,Colorado,1101255,Republican
2004_CO,2004,"Kerry, John F.",CO,Colorado,1001732,Democratic
2004_CO,2004,"Nader, Ralph",CO,Colorado,12718,Colorado Reform Party
2004_CO,2004,"Badnarik, Michael",CO,Colorado,7664,Libertarian
2004_CO,2004,"Peroutka, Michael Anthony",CO,Colorado,2562,American Constitution Party
2004_CO,2004,"Cobb, David",CO,Colorado,1591,Green
2004_CO,2004,"Andress, Stanford E. (Andy)",CO,Colorado,804,Unaffiliated
2004_CO,2004,"Kennedy, John Joseph",CO,Colorado,700,Write-In
2004_CO,2004,"Amondson, Gene",CO,Colorado,378,Concerns Of People Party
2004_CO,2004,"Van Auken, Bill",CO,Colorado,329,Socialist Equality Party
2004_CO,2004,"Harris, James E.",CO,Colorado,241,Socialist Workers Party
2004_CO,2004,"Brown, Walter F.",CO,Colorado,216,Socialist Party USA
2004_CO,2004,"Dodge, Earl F.",CO,Colorado,140,Prohibition Party
2004_CT,2004,"Kerry, John F.",CT,Connecticut,857488,Democratic
2004_CT,2004,"Bush, George W.",CT,Connecticut,693826,Republican
2004_CT,2004,"Nader, Ralph",CT,Connecticut,12969,Politicos Son Corruptos
2004_CT,2004,"Cobb, David",CT,Connecticut,9564,Green
2004_CT,2004,"Badnarik, Michael",CT,Connecticut,3367,Libertarian
2004_CT,2004,"Peroutka, Michael A.",CT,Connecticut,1543,Concerned Citizens
2004_CT,2004,"Calero, Róger",CT,Connecticut,12,Write-In
2004_DE,2004,"Kerry, John F.",DE,Delaware,200152,Democratic
2004_DE,2004,"Bush, George W.",DE,Delaware,171660,Republican
2004_DE,2004,"Nader, Ralph",DE,Delaware,2153,Independent Party Of Delaware
2004_DE,2004,"Badnarik, Michael",DE,Delaware,586,Libertarian
2004_DE,2004,"Peroutka, Michael Anthony",DE,Delaware,289,Constitution
2004_DE,2004,"Cobb, David",DE,Delaware,250,Green
2004_DE,2004,"Brown, Walter F.",DE,Delaware,100,Natural Law
2004_DC,2004,"Kerry, John F.",DC,District of Columbia,202970,Democratic
2004_DC,2004,"Bush, George W.",DC,District of Columbia,21256,Republican
2004_DC,2004,"Nader, Ralph",DC,District of Columbia,1485,Independent
2004_DC,2004,"Cobb, David",DC,District of Columbia,737,D.C. Statehood Green
2004_DC,2004,"Badnarik, Michael",DC,District of Columbia,502,Libertarian
2004_DC,2004,"Harris, James",DC,District of Columbia,130,Socialist Workers Party
2004_FL,2004,"Bush, George W.",FL,Florida,3964522,Republican
2004_FL,2004,"Kerry, John F.",FL,Florida,3583544,Democratic
2004_FL,2004,"Nader, Ralph",FL,Florida,32971,Reform
2004_FL,2004,"Badnarik, Michael",FL,Florida,11996,Libertarian Party Of Florida
2004_FL,2004,"Peroutka, Michael A.",FL,Florida,6626,Constitution Party Of Florida
2004_FL,2004,"Cobb, David",FL,Florida,3917,Green Party Of Florida
2004_FL,2004,"Brown, Walter F.",FL,Florida,3502,Socialist Party Of Florida
2004_FL,2004,"Harris, James",FL,Florida,2732,Florida Socialist Workers
2004_GA,2004,"Bush, George W.",GA,Georgia,1914254,Republican
2004_GA,2004,"Kerry, John F.",GA,Georgia,1366149,Democratic
2004_GA,2004,"Badnarik, Michael",GA,Georgia,18387,Libertarian
2004_GA,2004,"Nader, Ralph",GA,Georgia,2231,Write-In
2004_GA,2004,"Peroutka, Michael A.",GA,Georgia,580,Write-In
2004_GA,2004,"Cobb, David",GA,Georgia,228,Write-In
2004_GA,2004,"Tancredo, Tom",GA,Georgia,26,Write-In
2004_GA,2004,"Kennedy, John J.",GA,Georgia,8,Write-In
2004_GA,2004,"Byrne, David",GA,Georgia,7,Write-In
2004_GA,2004,"Pace, James",GA,Georgia,5,Write-In
2004_HI,2004,"Kerry, John F.",HI,Hawaii,231708,Democratic
2004_HI,2004,"Bush, George W.",HI,Hawaii,194191,Republican
2004_HI,2004,"Cobb, David",HI,Hawaii,1737,Green
2004_HI,2004,"Badnarik, Michael",HI,Hawaii,1377,Libertarian
2004_ID,2004,"Bush, George W.",ID,Idaho,409235,Republican
2004_ID,2004,"Kerry, John F.",ID,Idaho,181098,Democratic
2004_ID,2004,"Badnarik, Michael",ID,Idaho,3844,Libertarian
2004_ID,2004,"Peroutka, Michael A.",ID,Idaho,3084,Constitution
2004_ID,2004,"Nader, Ralph",ID,Idaho,1115,Write-In
2004_ID,2004,"Cobb, David",ID,Idaho,58,Write-In
2004_ID,2004,"Kennedy, John Joseph",ID,Idaho,9,Write-In
2004_ID,2004,"Brown, Walt",ID,Idaho,3,Write-In
2004_ID,2004,"Merepeace-msmere, Reverend",ID,Idaho,1,Write-In
2004_IL,2004,"Kerry, John F.",IL,Illinois,2891550,Democratic
2004_IL,2004,"Bush, George W.",IL,Illinois,2345946,Republican
2004_IL,2004,"Badnarik, Michael",IL,Illinois,32442,Libertarian
2004_IL,2004,"Nader, Ralph",IL,Illinois,3571,Write-In
2004_IL,2004,"Peroutka, Michael Anthony",IL,Illinois,440,Write-In
2004_IL,2004,"Cobb, David",IL,Illinois,241,Write-In
2004_IL,2004,"Camejo, Peter M.",IL,Illinois,115,Write-In
2004_IL,2004,"Virag, Ernest",IL,Illinois,4,Write-In
2004_IL,2004,"Bone, Lawson",IL,Illinois,4,Write-In
2004_IL,2004,"Kennedy, John Joseph",IL,Illinois,3,Write-In
2004_IL,2004,"Cook, David",IL,Illinois,2,Write-In
2004_IL,2004,"Trowe, Margaret",IL,Illinois,1,Write-In
2004_IL,2004,"Kennedy, John",IL,Illinois,1,Write-In
2004_IL,2004,"Christensen, Robert M.",IL,Illinois,1,Write-In
2004_IL,2004,"Breivogel, Joann",IL,Illinois,1,Write-In
2004_IN,2004,"Bush, George Walker",IN,Indiana,1479438,Republican
2004_IN,2004,"Kerry, John F.",IN,Indiana,969011,Democratic
2004_IN,2004,"Badnarik, Michael",IN,Indiana,18058,Libertarian
2004_IN,2004,"Nader, Ralph",IN,Indiana,1328,Write-In
2004_IN,2004,"Cobb, David",IN,Indiana,102,Write-In
2004_IN,2004,"Kennedy, John Joseph",IN,Indiana,37,Write-In
2004_IN,2004,"Brown, Walt",IN,Indiana,22,Write-In
2004_IN,2004,"Bone, Lawson Mitchell",IN,Indiana,6,Write-In
2004_IA,2004,"Bush, George W.",IA,Iowa,751957,Republican
2004_IA,2004,"Kerry, John F.",IA,Iowa,741898,Democratic
2004_IA,2004,"Nader, Ralph",IA,Iowa,5973,Nominated By Petition
2004_IA,2004,"Badnarik, Michael",IA,Iowa,2992,Libertarian
2004_IA,2004,"Peroutka, Michael Anthony",IA,Iowa,1304,Constitution
2004_IA,2004,"Cobb, David",IA,Iowa,1141,Iowa Green Party
2004_IA,2004,"Harris, James",IA,Iowa,373,Socialist Workers Party
2004_IA,2004,"Van Auken, Bill",IA,Iowa,176,Nominated By Petition
2004_KS,2004,"Bush, George W.",KS,Kansas,736456,Republican
2004_KS,2004,"Kerry, John F.",KS,Kansas,434993,Democratic
2004_KS,2004,"Nader, Ralph",KS,Kansas,9348,Reform
2004_KS,2004,"Badnarik, Michael",KS,Kansas,4013,Libertarian
2004_KS,2004,"Peroutka, Michael A.",KS,Kansas,2899,Independent
2004_KS,2004,"Cobb, David",KS,Kansas,33,Write-In
2004_KS,2004,"Van Auken, Bill",KS,Kansas,5,Write-In
2004_KS,2004,"Kennedy, John Joseph",KS,Kansas,5,Write-In
2004_KS,2004,"Brown, Walt",KS,Kansas,4,Write-In
2004_KY,2004,"Bush, George W.",KY,Kentucky,1069439,Republican
2004_KY,2004,"Kerry, John F.",KY,Kentucky,712733,Democratic
2004_KY,2004,"Nader, Ralph",KY,Kentucky,8856,Independent
2004_KY,2004,"Badnarik, Michael",KY,Kentucky,2619,Libertarian
2004_KY,2004,"Peroutka, Michael Anthony",KY,Kentucky,2213,Constitution
2004_KY,2004,"Brown, Walt",KY,Kentucky,13,Write-In
2004_KY,2004,"Kennedy, John Joseph",KY,Kentucky,9,Write-In
2004_LA,2004,"Bush, George W.",LA,Louisiana,1102169,Republican
2004_LA,2004,"Kerry, John F.",LA,Louisiana,820299,Democratic
2004_LA,2004,"Nader, Ralph",LA,Louisiana,7032,The Better Life
2004_LA,2004,"Peroutka, Michael A.",LA,Louisiana,5203,Constitution
2004_LA,2004,"Badnarik, Michael",LA,Louisiana,2781,Libertarian
2004_LA,2004,"Brown, Walter F.",LA,Louisiana,1795,Protect Working Families
2004_LA,2004,"Amondson, Gene",LA,Louisiana,1566,Prohibition Party
2004_LA,2004,"Cobb, David",LA,Louisiana,1276,Louisiana Green Party
2004_LA,2004,"Harris, James",LA,Louisiana,985,Socialist Workers Party
2004_ME,2004,"Kerry, John F.",ME,Maine,396842,Democratic
2004_ME,2004,"Bush, George W.",ME,Maine,330201,Republican
2004_ME,2004,"Nader, Ralph",ME,Maine,8069,The Better Life
2004_ME,2004,"Cobb, David",ME,Maine,2936,Green Independent
2004_ME,2004,"Badnarik, Michael",ME,Maine,1965,Libertarian
2004_ME,2004,"Peroutka, Michael",ME,Maine,735,Constitution
2004_MD,2004,"Kerry, John F.",MD,Maryland,1334493,Democratic
2004_MD,2004,"Bush, George W.",MD,Maryland,1024703,Republican
2004_MD,2004,"Nader, Ralph",MD,Maryland,11854,Populist
2004_MD,2004,"Badnarik, Michael",MD,Maryland,6094,Libertarian
2004_MD,2004,"Cobb, David",MD,Maryland,3632,Green
2004_MD,2004,"Peroutka, Michael Anthony",MD,Maryland,3421,Constitution
2004_MD,2004,"Schriner, Joe",MD,Maryland,27,Write-In
2004_MD,2004,"Kennedy, John Joseph",MD,Maryland,7,Write-In
2004_MD,2004,"Brown, Theodis (Ted), Sr.",MD,Maryland,4,Write-In
2004_MD,2004,"Bone, Lawson Mitchell",MD,Maryland,2,Write-In
2004_MD,2004,"Boyle, Robert Abraham, II",MD,Maryland,1,Write-In
2004_MA,2004,"Kerry, John F.",MA,Massachusetts,1803800,Democratic
2004_MA,2004,"Bush, George W.",MA,Massachusetts,1071109,Republican
2004_MA,2004,"Badnarik, Michael",MA,Massachusetts,15022,Libertarian
2004_MA,2004,"Cobb, David",MA,Massachusetts,10623,Green-Rainbow
2004_MA,2004,"Nader, Ralph",MA,Massachusetts,4806,Write-In
2004_MI,2004,"Kerry, John F.",MI,Michigan,2479183,Democratic
2004_MI,2004,"Bush, George W.",MI,Michigan,2313746,Republican
2004_MI,2004,"Nader, Ralph",MI,Michigan,24035,Independent
2004_MI,2004,"Badnarik, Michael",MI,Michigan,10552,Libertarian
2004_MI,2004,"Cobb, David",MI,Michigan,5325,Green
2004_MI,2004,"Peroutka, Michael Anthony",MI,Michigan,4980,U.S. Taxpayers
2004_MI,2004,"Brown, Walter",MI,Michigan,1431,Natural Law
2004_MN,2004,"Kerry, John F.",MN,Minnesota,1445014,Democratic-Farmer Labor
2004_MN,2004,"Bush, George W.",MN,Minnesota,1346695,Republican
2004_MN,2004,"Nader, Ralph",MN,Minnesota,18683,The Better Life
2004_MN,2004,"Badnarik, Michael",MN,Minnesota,4639,Libertarian
2004_MN,2004,"Cobb, David",MN,Minnesota,4408,Green
2004_MN,2004,"Peroutka, Michael",MN,Minnesota,3074,Constitution
2004_MN,2004,"Harens, Thomas J.",MN,Minnesota,2387,Christian Freedom
2004_MN,2004,"Van Auken, Bill",MN,Minnesota,539,Socialist Equality Party
2004_MN,2004,"Calero, Róger",MN,Minnesota,416,Socialist Workers Party
2004_MN,2004,"Kennedy, John Joseph",MN,Minnesota,4,Write-In
2004_MN,2004,"Wishnatsky, Martin",MN,Minnesota,2,Write-In
2004_MN,2004,"Renderos, Debra Joyce",MN,Minnesota,2,Write-In
2004_MN,2004,"Brown, Walt",MN,Minnesota,2,Write-In
2004_MN,2004,"Graham-Pendergast, Joy Elaina",MN,Minnesota,1,Write-In
2004_MS,2004,"Bush, George W.",MS,Mississippi,684981,Republican
2004_MS,2004,"Kerry, John F.",MS,Mississippi,458094,Democratic
2004_MS,2004,"Nader, Ralph",MS,Mississippi,3177,Reform
2004_MS,2004,"Badnarik, Michael",MS,Mississippi,1793,Libertarian
2004_MS,2004,"Peroutka, Michael A.",MS,Mississippi,1759,Constitution
2004_MS,2004,"Harris, James",MS,Mississippi,1268,Independent
2004_MS,2004,"Cobb, David",MS,Mississippi,1073,Green
2004_MO,2004,"Bush, George W.",MO,Missouri,1455713,Republican
2004_MO,2004,"Kerry, John F.",MO,Missouri,1259171,Democratic
2004_MO,2004,"Badnarik, Michael",MO,Missouri,9831,Libertarian
2004_MO,2004,"Peroutka, Michael A.",MO,Missouri,5355,Constitution
2004_MO,2004,"Nader, Ralph",MO,Missouri,1294,Write-In
2004_MT,2004,"Bush, George W.",MT,Montana,266063,Republican
2004_MT,2004,"Kerry, John",MT,Montana,173710,Democratic
2004_MT,2004,"Nader, Ralph",MT,Montana,6168,Independent
2004_MT,2004,"Peroutka, Michael A.",MT,Montana,1764,Constitution
2004_MT,2004,"Badnarik, Michael",MT,Montana,1733,Libertarian
2004_MT,2004,"Cobb, David",MT,Montana,996,Green
2004_MT,2004,"Kennedy, John Joseph",MT,Montana,6,Write-In
2004_MT,2004,"Beattie, Robert Leslie",MT,Montana,3,Write-In
2004_MT,2004,"Brown, Walter Frederick",MT,Montana,2,Write-In
2004_NE,2004,"Bush, George W.",NE,Nebraska,512814,Republican
2004_NE,2004,"Kerry, John F.",NE,Nebraska,254328,Democratic
2004_NE,2004,"Nader, Ralph",NE,Nebraska,5698,By Petition
2004_NE,2004,"Badnarik, Michael",NE,Nebraska,2041,Libertarian
2004_NE,2004,"Peroutka, Michael A.",NE,Nebraska,1314,Nebraska Party
2004_NE,2004,"Cobb, David",NE,Nebraska,978,Green
2004_NE,2004,"Calero, Róger",NE,Nebraska,82,By Petition
2004_NV,2004,"Bush, George W.",NV,Nevada,418690,Republican
2004_NV,2004,"Kerry, John F.",NV,Nevada,397190,Democratic
2004_NV,2004,"Nader, Ralph",NV,Nevada,4838,Independent
2004_NV,2004,"Badnarik, Michael",NV,Nevada,3176,Libertarian
2004_NV,2004,"Peroutka, Michael A.",NV,Nevada,1152,Independent American
2004_NV,2004,"Cobb, David",NV,Nevada,853,Green
2004_NH,2004,"Kerry, John F.",NH,New Hampshire,340511,Democratic
2004_NH,2004,"Bush, George W.",NH,New Hampshire,331237,Republican
2004_NH,2004,"Nader, Ralph",NH,New Hampshire,4479,Independent
2004_NH,2004,"Badnarik, Michael",NH,New Hampshire,372,Write-In
2004_NH,2004,"McCain, John",NH,New Hampshire,357,Write-In
2004_NH,2004,"Peroutka, Michael A.",NH,New Hampshire,161,Write-In
2004_NH,2004,"Dean, Howard",NH,New Hampshire,42,Write-In
2004_NH,2004,"Clark, Wesley",NH,New Hampshire,14,Write-In
2004_NH,2004,"Powell, Wesley",NH,New Hampshire,14,Write-In
2004_NH,2004,"Kucinich, Dennis",NH,New Hampshire,8,Write-In
2004_NH,2004,"Edwards, John",NH,New Hampshire,5,Write-In
2004_NJ,2004,"Kerry, John F.",NJ,New Jersey,1911430,Democratic
2004_NJ,2004,"Bush, George W.",NJ,New Jersey,1670003,Republican
2004_NJ,2004,"Nader, Ralph",NJ,New Jersey,19418,Independent
2004_NJ,2004,"Badnarik, Michael",NJ,New Jersey,4514,Libertarian
2004_NJ,2004,"Peroutka, Michael A.",NJ,New Jersey,2750,Constitution
2004_NJ,2004,"Cobb, David",NJ,New Jersey,1807,Green
2004_NJ,2004,"Brown, Walter",NJ,New Jersey,664,Socialist Party USA
2004_NJ,2004,"Van Auken, Bill",NJ,New Jersey,575,Socialist Equality Party
2004_NJ,2004,"Calero, Róger",NJ,New Jersey,530,Socialist Workers Party
2004_NM,2004,"Bush, George W.",NM,New Mexico,376930,Republican
2004_NM,2004,"Kerry, John F.",NM,New Mexico,370942,Democratic
2004_NM,2004,"Nader, Ralph",NM,New Mexico,4053,Independent
2004_NM,2004,"Badnarik, Michael",NM,New Mexico,2382,Libertarian
2004_NM,2004,"Cobb, David",NM,New Mexico,1226,Green
2004_NM,2004,"Peroutka, Michael",NM,New Mexico,771,Constitution
2004_NY,2004,"Kerry, John F.",NY,New York,4314280,"Democratic,Working Families"
2004_NY,2004,"Bush, George W.",NY,New York,2962567,"Republican,Conservative"
2004_NY,2004,"Nader, Ralph",NY,New York,99873,"Independence,Peace And Justice"
2004_NY,2004,"Badnarik, Michael",NY,New York,11607,Libertarian
2004_NY,2004,"Calero, Róger",NY,New York,2405,Socialist Workers Party
2004_NY,2004,"Peroutka, Michael A.",NY,New York,207,Write-In
2004_NY,2004,"Cobb, David",NY,New York,87,Write-In
2004_NY,2004,"Kennedy, John Joseph",NY,New York,4,Write-In
2004_NY,2004,"Halpin, Michael",NY,New York,4,Write-In
2004_NY,2004,"Van Auken, Bill",NY,New York,2,Write-In
2004_NC,2004,"Bush, George W.",NC,North Carolina,1961166,Republican
2004_NC,2004,"Kerry, John F.",NC,North Carolina,1525849,Democratic
2004_NC,2004,"Badnarik, Michael",NC,North Carolina,11731,Libertarian
2004_NC,2004,"Nader, Ralph",NC,North Carolina,1805,Write-In
2004_NC,2004,"Brown, Walt",NC,North Carolina,348,Write-In
2004_NC,2004,"Cobb, David",NC,North Carolina,108,Write-In
2004_ND,2004,"Bush, George W.",ND,North Dakota,196651,Republican
2004_ND,2004,"Kerry, John F.",ND,North Dakota,111052,Democratic-Nonpartisan League
2004_ND,2004,"Nader, Ralph",ND,North Dakota,3756,Independent
2004_ND,2004,"Badnarik, Michael",ND,North Dakota,851,Libertarian
2004_ND,2004,"Peroutka, Michael A.",ND,North Dakota,514,Constitution
2004_ND,2004,"Wishnatsky, Martin",ND,North Dakota,9,Write-In
2004_OH,2004,"Bush, George W.",OH,Ohio,2859768,Republican
2004_OH,2004,"Kerry, John F.",OH,Ohio,2741167,Democratic
2004_OH,2004,"Badnarik, Michael",OH,Ohio,14676,Nonpartisan
2004_OH,2004,"Peroutka, Michael Anthony",OH,Ohio,11939,Nonpartisan
2004_OH,2004,"Cobb, David Keith",OH,Ohio,192,Write-In
2004_OH,2004,"Schriner, Joe",OH,Ohio,114,Write-In
2004_OH,2004,"Harris, James",OH,Ohio,22,Write-In
2004_OH,2004,"Duncan, Richard A.",OH,Ohio,17,Write-In
2004_OH,2004,"Zych, Thomas F.",OH,Ohio,11,Write-In
2004_OH,2004,"Parker, John T.",OH,Ohio,2,Write-In
2004_OK,2004,"Bush, George W.",OK,Oklahoma,959792,Republican
2004_OK,2004,"Kerry, John F.",OK,Oklahoma,503966,Democratic
2004_OR,2004,"Kerry, John F.",OR,Oregon,943163,Democratic
2004_OR,2004,"Bush, George W.",OR,Oregon,866831,Republican
2004_OR,2004,"Badnarik, Michael",OR,Oregon,7260,Libertarian
2004_OR,2004,"Cobb, David",OR,Oregon,5315,Pacific Green
2004_OR,2004,"Peroutka, Michael Anthony",OR,Oregon,5257,Constitution
2004_PA,2004,"Kerry, John F.",PA,Pennsylvania,2938095,Democratic
2004_PA,2004,"Bush, George W.",PA,Pennsylvania,2793847,Republican
2004_PA,2004,"Badnarik, Michael",PA,Pennsylvania,21185,Libertarian
2004_PA,2004,"Cobb, David K.",PA,Pennsylvania,6319,Green
2004_PA,2004,"Peroutka, Michael Anthony",PA,Pennsylvania,6318,Constitution
2004_PA,2004,"Nader, Ralph",PA,Pennsylvania,2656,Write-In
2004_RI,2004,"Kerry, John F.",RI,Rhode Island,259765,"Democratic,Write-In"
2004_RI,2004,"Bush, George W.",RI,Rhode Island,169046,Republican
2004_RI,2004,"Nader, Ralph",RI,Rhode Island,4661,"Reform,Write-In"
2004_RI,2004,"Cobb, David",RI,Rhode Island,1333,Green
2004_RI,2004,"Badnarik, Michael",RI,Rhode Island,907,Libertarian
2004_RI,2004,"Peroutka, Michael A.",RI,Rhode Island,339,Constitution
2004_RI,2004,"McCain, John",RI,Rhode Island,284,Write-In
2004_RI,2004,"Parker, John",RI,Rhode Island,253,
2004_RI,2004,"Powell, Colin",RI,Rhode Island,35,Write-In
2004_RI,2004,"Chafee, Lincoln",RI,Rhode Island,12,Write-In
2004_RI,2004,"Dean, Howard",RI,Rhode Island,12,Write-In
2004_RI,2004,"Buchanan, Patrick",RI,Rhode Island,10,Write-In
2004_RI,2004,"Bush, George, Sr.",RI,Rhode Island,9,Write-In
2004_RI,2004,"Guilliani, Rudy",RI,Rhode Island,9,Write-In
2004_RI,2004,"Clinton, Hillary",RI,Rhode Island,8,Write-In
2004_RI,2004,"Kucinich, Dennis J.",RI,Rhode Island,8,Write-In
2004_RI,2004,"Clinton, Bill",RI,Rhode Island,7,Write-In
2004_RI,2004,"Lieberman, Joseph",RI,Rhode Island,6,Write-In
2004_RI,2004,"Mouse, Mickey",RI,Rhode Island,6,Write-In
2004_RI,2004,"Shilling, Curt",RI,Rhode Island,6,Write-In
2004_RI,2004,None of the Above,RI,Rhode Island,5,Write-In
2004_SC,2004,"Bush, George W.",SC,South Carolina,937974,Republican
2004_SC,2004,"Kerry, John F.",SC,South Carolina,661699,Democratic
2004_SC,2004,"Nader, Ralph",SC,South Carolina,5520,Independence
2004_SC,2004,"Peroutka, Michael",SC,South Carolina,5317,Constitution
2004_SC,2004,"Badnarik, Michael",SC,South Carolina,3608,Libertarian
2004_SC,2004,"Brown, Walter F. ""Walt""",SC,South Carolina,2124,United Citizens
2004_SC,2004,"Cobb, David",SC,South Carolina,1488,Green
2004_SD,2004,"Bush, George W.",SD,South Dakota,232584,Republican
2004_SD,2004,"Kerry, John F.",SD,South Dakota,149244,Democratic
2004_SD,2004,"Nader, Ralph",SD,South Dakota,4320,Independent
2004_SD,2004,"Peroutka, Michael A.",SD,South Dakota,1103,Constitution
2004_SD,2004,"Badnarik, Michael",SD,South Dakota,964,Libertarian
2004_TN,2004,"Bush, George W.",TN,Tennessee,1384375,Republican
2004_TN,2004,"Kerry, John F.",TN,Tennessee,1036477,Democratic
2004_TN,2004,"Nader, Ralph",TN,Tennessee,8992,Independent
2004_TN,2004,"Badnarik, Michael",TN,Tennessee,4866,Independent
2004_TN,2004,"Peroutka, Michael Anthony",TN,Tennessee,2570,Independent
2004_TN,2004,"Cobb, David",TN,Tennessee,33,Write-In
2004_TN,2004,"Brown, Walt",TN,Tennessee,6,Write-In
2004_TX,2004,"Bush, George W.",TX,Texas,4526917,Republican
2004_TX,2004,"Kerry, John F.",TX,Texas,2832704,Democratic
2004_TX,2004,"Badnarik, Michael",TX,Texas,38787,Libertarian
2004_TX,2004,"Nader, Ralph",TX,Texas,9159,Write-In
2004_TX,2004,"Peroutka, Michael Anthony",TX,Texas,1636,Write-In
2004_TX,2004,"Cobb, David Keith",TX,Texas,1014,Write-In
2004_TX,2004,"Falk, Andrew J.",TX,Texas,219,Write-In
2004_TX,2004,"Kennedy, John Joseph",TX,Texas,126,Write-In
2004_TX,2004,"Brown, Walt",TX,Texas,111,Write-In
2004_TX,2004,"Allen, Deborah Elaine",TX,Texas,92,Write-In
2004_UT,2004,"Bush, George W.",UT,Utah,663742,Republican
2004_UT,2004,"Kerry, John F.",UT,Utah,241199,Democratic
2004_UT,2004,"Nader, Ralph",UT,Utah,11305,Unaffiliated
2004_UT,2004,"Peroutka, Michael Anthony",UT,Utah,6841,Constitution
2004_UT,2004,"Badnarik, Michael",UT,Utah,3375,Libertarian
2004_UT,2004,"Jay, Charles",UT,Utah,946,Personal Choice
2004_UT,2004,"Harris, James",UT,Utah,393,Socialist Workers Party
2004_UT,2004,"Cobb, David",UT,Utah,39,Write-In
2004_UT,2004,"Topham, Lawrence Rey",UT,Utah,2,Write-In
2004_UT,2004,"Schriner, Joe",UT,Utah,1,Write-In
2004_UT,2004,"Kennedy, John Joseph",UT,Utah,1,Write-In
2004_VT,2004,"Kerry, John F.",VT,Vermont,184067,Democratic
2004_VT,2004,"Bush, George W.",VT,Vermont,121180,Republican
2004_VT,2004,"Nader, Ralph",VT,Vermont,4494,Independent
2004_VT,2004,"Badnarik, Michael",VT,Vermont,1102,Libertarian
2004_VT,2004,"Parker, John Thompson",VT,Vermont,265,Liberty Union
2004_VT,2004,"Calero, Róger",VT,Vermont,244,Socialist Workers Party
2004_VA,2004,"Bush, George W.",VA,Virginia,1716959,Republican
2004_VA,2004,"Kerry, John F.",VA,Virginia,1454742,Democratic
2004_VA,2004,"Badnarik, Michael",VA,Virginia,11032,Libertarian
2004_VA,2004,"Peroutka, Michael A.",VA,Virginia,10161,Constitution
2004_VA,2004,"Nader, Ralph",VA,Virginia,2393,Write-In
2004_VA,2004,"Cobb, David",VA,Virginia,104,Write-In
2004_VA,2004,"Brown, Walter F.",VA,Virginia,23,Write-In
2004_VA,2004,"Spence, Joseph",VA,Virginia,1,Write-In
2004_WA,2004,"Kerry, John",WA,Washington,1510201,Democratic
2004_WA,2004,"Bush, George",WA,Washington,1304894,Republican
2004_WA,2004,"Nader, Ralph",WA,Washington,23283,Independent
2004_WA,2004,"Badnarik, Michael",WA,Washington,11955,Libertarian
2004_WA,2004,"Peroutka, Michael Anthony",WA,Washington,3922,Constitution
2004_WA,2004,"Cobb, David",WA,Washington,2974,Green
2004_WA,2004,"Parker, John",WA,Washington,1077,
2004_WA,2004,"Harris, James",WA,Washington,547,Socialist Workers Party
2004_WA,2004,"Van Auken, Bill",WA,Washington,231,Socialist Equality Party
2004_WV,2004,"Bush, George W.",WV,West Virginia,423778,Republican
2004_WV,2004,"Kerry, John F.",WV,West Virginia,326541,Democratic
